qid,label,description,instance_of,instance_of_label,part_of,part_of_label,subclass_of,subclass_of_label
Q103690307,geromics,application of genomics to gerontology,Q11862829,,,,Q222046,
Q64687605,global business,academic discipline that studies business in a global context,Q11862829,,,,,
Q104180455,global change biology,interface between biological systems and all aspects of environmental change,Q28598684,,,,Q420,
Q108375446,global finance,academic discipline,Q11862829,,,,Q43015,
Q1524235,global governance,governing arrangements between transnational actors,Q137593615,,,,Q1553864,
Q2725393,global health,collaborative trans-national research and action for promoting health for all,Q11862829,,,,Q189603,
Q5570465,global leadership,academic discipline,Q11862829,,,,,
Q11300876,global management,,Q11862829,,,,,
Q5570874,global politics,discipline that studies the political and economic patterns of the world and the field that is being studied,Q11862829,,,,Q7163,
Q64809208,global politics and communication,,Q11862829,,,,,
Q121084857,global security,academic discipline,Q11862829,,,,,
Q88663570,glomery,archaic term for grammar,Q11862829,,,,,
Q105809559,glossography,study of glosses,Q11862829,,,,,
Q5572649,glycoproteomics,branch of proteomics that studies proteins that contain carbohydrates as a result of post-translational modification,Q11862829,,,,Q471857,
Q3109383,glyptology,study of engraved gems,Q4785472,,,,Q243330,
Q962213,gnathology,"the study of the masticatory system, including its physiology, functional disturbances, and treatment",Q11862829,,,,Q12128,
Q124422551,gnotobiology,the study of animals in a germ-free environment,Q28598684,,,,Q420,
Q1537205,goniometry,angle measurement,Q11862829,,,,Q8087,
Q12096833,goniometry,academic discipline of somatology,Q11862829,,Q2299570,,Q12453,
Q1553864,governance,"all of the processes of governing, whether undertaken by a government, market or network, whether over a family, tribe, formal or informal organization or territory and whether through the laws, norms, power or language of an organized society",Q96758092,,,,Q428148,
Q64687491,governance and public policy,academic major,Q11862829,,,,,
Q129254777,government studies,"academic field that focuses on the study of government structures, political institutions, public policy, and the administration of public affairs",Q11862829,,,,Q34749,
Q8091,grammar,"set of structural rules that governs the composition of clauses, phrases, and words in any given natural language",Q11862829,,Q8162,,Q367293,
Q76953,grammatology,scientific study of writing systems or scripts,Q11862829,,,,Q80083,
Q110094650,granular mechanics,field of research,Q11862829,,,,Q41217,
Q131476,graph theory,"study of graphs, which are mathematical structures used to model pairwise relations between objects",Q1047113,,Q76592,,Q17737,
Q120969797,graph topology,area of research,Q11862829,,,,,
Q1411056,graphemics,linguistic study of writing systems and their basic components,Q11862829,,Q1528015,,,
Q185925,graphic design,visual design of content in various media,Q11862829,,Q82604,,Q82604,
Q113127945,"graphics, augmented reality and games",field of research,Q11862829,,,,Q21198,
Q5597333,graphonomics,study of handwriting and drawing,Q11862829,,,,Q8162,
Q104800105,grassland ecology,ecology of grasslands,Q104193250,,,,Q7150,
Q135333433,grassland science,academic discipline,Q11862829,,,,Q738011,
Q131782974,green biotechnology,a field of biotechnology that uses biological techniques to improve agriculture and the environment,Q66593259,,Q7108,,Q7108,
Q19605512,green information technology,eco-design of information and communication technology,Q11862829,,Q64812807,,Q3516929,
Q113095615,greenhouse gas inventories and fluxes,field of research,Q11862829,,,,Q112939747,
Q5610516,gross pathology,the macroscopic assessment of pathology specimens,Q11862829,,,,Q7208,
Q104800843,groundwater ecology,ecology of groundwater,Q104193250,,,,Q104800917,
Q113114806,groundwater quality processes and contaminated land assessment,field of research,Q11862829,,,,Q113043256,
Q107292942,growth of scholarly literature,topic of interest in the Wikidata community,Q11862829,,,,Q472342,
Q2033429,grunt science,,Q11862829,,,,,
Q107432112,guidance and counseling,academic discipline,Q11862829,,,,,
Q64802733,guidance counselling,"Academic discipline - education and training in the knowledge, skills and attitudes necessary for practice in the interrelated areas of personal, education and career guidance counselling",Q11862829,,,,,
Q105107179,guitar performance,performance of music on the guitar,Q11862829,,,,Q6942562,
Q11637397,gungaku,,Q11862829,,,,Q2560087,
Q1221899,gynaecology,science of the treatment of diseases of the female sexual organs and reproductive tract,Q11862829,,Q80015,,Q843601,
Q131627505,hadeology,branch of astronomy which studies Pluto,Q11862829,,Q104499,,Q104499,
Q234343,hadith,collections of sayings and teachings of Muhammad (and Ahl al-Bayt for Shia Muslims),Q17489659,,,,Q47461344,
Q109715408,hagiographic studies,study of writing of lives and works of saints,Q11862829,,,,,
Q2034710,hagiology,the discipline concerned with the study and publication of the biography of saints,Q11862829,,,,Q36279,
Q2749409,happiness economics,"quantitative and theoretical study of happiness, positive and negative affect, well-being, quality of life, life satisfaction and related concepts, typically combining economics with other fields such as psychology, health and sociology",Q11862829,,Q8134,,,
Q124004604,haptics,"the perception of objects by touch and proprioception, especially as involved in nonverbal communication",Q11862829,,,,,
Q2522419,hard science,scientific discipline,Q11862829,,Q28800541,,Q336,
Q106163201,harp performance,performance of music on the harp,Q11862829,,,,Q6942562,
Q106293524,harpsichord performance,,Q11862829,,,,Q6942562,
Q12147,health,desirable level of functional or metabolic efficiency of a living being,Q11862829,,,,Q19829125,
Q1137608,health administration,"field relating to leadership, management, and administration of hospitals, hospital networks, health care systems, and public health systems",Q96247293,,,,Q3754526,
Q64687430,health and society,"Academic discipline - health in biological, social, political, ethical and psychological contexts",Q11862829,,,,,
Q119465868,health architecture,"architecture concerned with health, including healthcare settings, medical settings",Q11862829,,,,Q12271,
Q19374090,health behaviour,"combination of knowledge, attitudes and practice relating to health and underlying actions taken by individuals",Q11862829,,,,Q3769299,
Q113168456,health care administration,field of research,Q11862829,,,,Q2518253,
Q55693901,health care management,academic discipline,Q11862829,,Q2920921,,Q2920921,
Q4353774,health communication,study and practice of communicating promotional health information,Q11862829,,,,,
Q31218,health economics,branch of economics,Q11862829,,,,Q8134,
Q5690958,health humanities,interdisciplinary field of study,Q11862829,,,,Q80083,
Q870895,health informatics,"discipline at the intersection of information science, computer science, and health care",Q11862829,,Q113168608,,Q21198,
Q113168608,health informatics and information systems research,field of research,Q11862829,,,,Q2518253,
Q5691117,health management system,evolutionary medicine regulative process,Q96116695,,,,Q629173,
Q98970243,health metrics sciences,"science of using high-quality information to measure population health, its determinants, and the performance of health systems",Q11862829,,,,Q336,
Q1519812,health policy,"policy area, which deals with the planning, organization, management and financing of the health system",Q96251375,,Q11000047,,Q843601,
Q18348859,health policy and management,academic discipline; common named focus of study for graduate-level public health programs,Q11862829,,,,Q2920921,
Q843601,health sciences,applied sciences in healthcare,Q11862829,,,,Q864928,
Q64689363,health services management,academic discipline,Q11862829,,Q9353606,,,
Q112939653,health systems,field of research,Q11862829,,,,Q2518253,
Q105771305,health workforce policy,subdiscipline of health policy,Q11862829,,,,Q1519812,
Q160289,hearing,sensory perception of sound by living organisms,Q11862829,,Q1051623,,Q14908172,
Q103884376,hearing science,"interdisciplinary study of the biological, physical, and cognitive processes involved in human hearing and sound perception",Q11862829,,,,Q336,
Q11381403,heat transfer engineering,subdisciple of engineering,Q11862829,,Q11023,,,
Q5697629,hedonology,Scientific study of pleasure,Q11862829,,,,,
Q2740627,heliophysics,science studying the sun and the heliosphere,Q11862829,,,,Q37547,
Q1976068,helminthology,study of parasitic worms (helminths),Q11862829,,Q180502,,Q124650805,
Q17143415,hematopathology,study of diseases and disorders affecting blood cells,Q11862829,,,,Q18500556,
Q5712543,hemorheology,study of flow properties of blood and its elements of plasma and cells,Q11862829,,,,Q70680972,
Q134805772,hepaticology,the branch of botany that deals with the Hepaticae,Q17002728,,,,Q441,
Q18336,heraldry,"study, or art of creating, granting, and blazoning arms and ruling on questions of rank or protocol",Q11862829,,Q770723,,Q770723,
Q1365310,heresiology,study of heresy,Q11862829,,,,Q34178,
Q113115026,heritage collections and interpretations,field of research,Q11862829,,,,Q460162,
Q574107,heritage interpretation,communication of the meaning and context of cultural and natural heritage to the public,Q11862829,,Q113115026,,,
Q107966857,heritage language teaching,teaching of heritage languages,Q11862829,,,,Q2313213,
Q64808611,heritage management,,Q11862829,,,,Q2920921,
Q25101906,heritage studies,academic discipline concerned with cultural heritage,Q11862829,,Q113077601,,Q34749,
Q119853693,hermeneutic phenomenology,the study of interpretive structures of experience,Q11862829,,,,Q102686,
Q102686,hermeneutics,theory and methodology of text interpretation,Q11862829,,,,Q5891,
Q131627345,hermeology,branch of astronomy which studies Mercury,Q11862829,,Q104499,,Q104499,
Q130798468,high-pressure physics,,Q11862829,,,,Q413,
Q13405601,higher geodesy,subdiscipline of geodesy,Q11862829,,,,Q131089,
Q1157006,hippology,study of horses,Q11862829,,,,Q183904,
Q1109432,hispanism,the study of the literature and culture of the Spanish-speaking world,Q11862829,,,,Q2198855,
Q3136525,histoenzymology,academic field,Q11862829,,,,Q2880775,
Q11424633,histoire-géographie,taught subject specific to the French secondary educational system,Q11862829,,,,,
Q904555,historical Chinese phonology,academic discipline,Q11862829,,,,Q47491145,
Q358120,historical anthropology,"branch of anthropology around the study of civilisations, historical cultures, societies and ethnography, as well as archaeology and historical analyses",Q106720965,,,,Q23404,
Q12766879,historical astronomy,science of analysing historic astronomical data,Q11862829,,,,Q333,
Q124153088,historical biogeography,branch of biogeography and history,Q11862829,,Q1066186,,,
