qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q106859820,numerical ecology,Q7268923,quantitative ecology,,,,,,,,,,,,,
Q121176,nursing,Q11190|Q2421951,medicine|care,,,Q2801621,psychiatric nursing,1041731,4032813-2,sh85093362,610.73,300054519,00058335n,Nursing,,
Q488383,object,Q35120,entity,Q41798914,subject and object,,,,4172302-8,sh85093654,,,00058442n,Object,,
Q4330518,object of study,Q26256810|Q123177423,topic|object of analysis,Q42240,research,Q309|Q7887142|Q213907|Q55596814|Q2148398|Q4204239,history|unit of analysis|model organism|Experimental Group|control group|research participant,,,,,,,,,
Q120969835,objects social networks,,,,,,,,,,,,,,,
Q104853682,oboe performance,Q6942562,musical performance,,,,,,,,,,,,,
Q135937938,observational epidemiology,Q133805,epidemiology,,,,,,,,,,,,,
Q1190554,occurrence,Q67518978,occurrent,,,,,,4152718-5,,,300069084|300054722,02131709n,Event,,
Q67518978,occurrent,Q136433660,entity,,,,,,,,,,,,,
Q108703418,ocean circulation,Q1337681,physical oceanography,,,,,1043477,,sh85093882,,,,,,
Q43518,oceanography,Q8008|Q3349060,Earth science|oceanology,Q42250|Q7173|Q106387954|Q24962856,hydrology|marine biology|earth science studies|engineering studies,,,,4074685-9,sh85093937,551.46,300054553,,Oceanography,,
Q3349060,oceanology,Q8008,Earth science,,,,,,,,,,,,,
Q297672,oenology,Q110735073,oenology and viticulture,Q420|Q2329|Q1039642,biology|chemistry|food technology,,,,4126172-0,,663.2001,300189477,00030941n,,,
Q110735073,oenology and viticulture,Q3606845,agricultural science,,,Q297672|Q253140,oenology|viticulture,,,,,,,,,
Q126366484,oligochaetology,Q118323427,annelidology,,,,,,,,,,,,,
Q125975922,ology,Q89663479,English word,,,,,,,,,,,,,
Q127220291,ombrology,Q25261,meteorology,,,,,,,,,,,,,
Q158666,omics,Q1047113|Q28598684,field of study|branch of biology,,,,,,,,,,,,,
Q162555,oncology,Q11190,medicine,Q113066539,oncology and carcinogenesis,,,,4075658-0,sh85094724,616.994,,,Oncology,,
Q7094076,online database,Q8513|Q19967801|Q3427877|Q35127,database|online service|web resource|website,,,,,,,,,,,OnlineDatabase,,
Q7094097,online machine learning,Q2539|Q28324931,machine learning|incremental learning,Q2539,machine learning,,,,,,,,,,,
Q175156,onomastics,Q8162,linguistics,,,Q485762,toponymy,,4075199-5,sh85094813,929.97,,,Onomastics,,
Q44325,ontology,,,Q35277|Q5891,metaphysics|philosophy,,,1045995,4075660-9,sh85094833,111,300054295,00059034n,Ontology-Being,,BD300-BD450
Q108535712,ontology comparison,Q1720648,comparison,,,,,,,,,,,,,
Q120910071,ontology design patterns,,,,,,,,,,,,,,,
Q99196766,ontology development,Q17008777,conceptualization,,,,,,,,,,,,,
Q124413593,ontology evaluation,Q58898636|Q124614077,evaluation study|knowledge graph development,,,,,,,,,,,,,
Q3620938,ontology learning,,,,,,,,,,,,,,,
Q107183471,opera production,Q6942562|Q36492844,musical performance|planned production,,,,,,,,,,,,,
Q577555,ophiology,Q9307400,reptiliology,,,,,,,,,,,,,
Q127522898,oral biology,Q420|Q864601|Q12128,biology|biomedicine|dentistry,,,,,,,,,,,,,
Q121363877,oral epidemiology,Q133805,epidemiology,,,,,,,,,,,,,
Q70359543,oral health,Q12147,health,,,,,,,,,,,,,
Q17584038,oral media,Q340169,communications media,,,,,,,,,,,,,
Q861911,oration,Q17537576|Q1656682|Q17584038,creative work|event|oral media,Q18342738,public speaking,,,1129318,4048882-2,sh85126460,,300026674,,Speeches,,PN6121-PN6129
Q107268129,oratory,Q81009|Q861911,rhetoric|oration,,,,,1047214,4340855-2,sh85095299,,,,,,
Q105339166,organ performance,Q6942562,musical performance,,,,,,,,,,,,,
Q11351,organic chemistry,Q2329,chemistry,Q2329,chemistry,,,853501,4043793-0,sh85023022,547,300054541,00059474n,OrganicChemistryFOS,,
Q7102010,organizational capital,Q8137,capital,Q3578710,organizational economics,,,,,,,,,,,
Q110406476,organizational development,Q7562091,development,,,,,,4126887-8,,658.402|658.406|1--0684,,,,,
Q3578710,organizational economics,,,Q8134|Q2029930,economics|organizational studies,Q7102010,organizational capital,,,,,,,,,
Q16270338,organizational psychology,Q2045692,industrial and organizational psychology,,,,,,4043786-3,sh2010113533,658.30019|302.35|158.7,,,,,
Q476294,oriental studies,Q928786,area studies,,,Q3621186|Q2142577|Q843909,Arabic studies|Semitic studies|Islamic studies,,4172819-1,sh85008624,492.072|892.072,,03183332n,OrientalStudies,,
Q1937869,orientation,Q1347367,aptitude,Q77468620|Q122276631,psychological terminology|orientation,,,,,,,,,,,
Q7102480,origin of modern humans,,,,,,,,,,,,,,,
Q44703,ornithology,Q18358830,vertebrate zoology,Q18358830,vertebrate zoology,,,1048358,4075708-0,sh85095726,598,300251967,,Ornithology,,
Q118301,orthodontics,Q12128,dentistry,,,,,,4030473-5,sh85095770,617.643,,,,,
Q4337149,orthopterology,Q39286,entomology,,,,,,,,,,,,,
Q130239031,osphresiology,Q2728012|Q2329,neurobiology|chemistry,,,,,,,,,,,,,
Q819121,osteology,Q514|Q23404|Q23498,anatomy|anthropology|archaeology,,,,,,4172925-0,,573.76|599.94|611.71,300379771,00059669n,Osteology,,
Q29584851,other education,Q112117676,education,Q112122182,group in classification of productive activities,Q29585974|Q29585976|Q29585978|Q29585979,Sports and recreation education|cultural education|driving school activities|Other education n.e.c.,,,,,,,,,
Q221173,outline of academic disciplines,,,,,,,,,,,,,,,
Q52151,palaeogeography,,,Q8008,Earth science,,,,4132305-1,sh85097061,551.7,300148178,,,,
Q7206,paleoanthropology,Q7205|Q23404,paleontology|anthropology,,,,,,4173104-9,sh2001004516,569.9,300054326,,Paleoanthropology,,
Q5413464,paleobiogeography,Q52106|Q7205,biogeography|paleontology,,,,,,,,,,,,,
Q1578310,paleobiology,Q7205|Q420,paleontology|biology,Q7205|Q420,paleontology|biology,,,,4173106-2,sh85097024,560,,,,,
Q192694,paleobotany,Q1578310|Q441,paleobiology|botany,,,,,,4044361-9,sh85097026,561,300379414,,Paleobotany,,
Q108941726,paleoethnology,Q43455,ethnology,,,,,,,,,,,,,
Q125994414,paleogeomorphology,Q52109,geomorphology,,,,,,,,,,,,,
Q106099227,paleoherpetology,Q3634677|Q174416,vertebrate paleontology|herpetology,,,,,,,,,,,,,
Q27808133,paleoichthyology,Q7205|Q210369|Q60242,paleontology|paleozoology|ichthyology,,,,,,,,,,,,,
Q107154480,paleomalacology,Q210369|Q190993,paleozoology|malacology,,,,,,,,,,,,,
Q106139468,paleomammalogy,Q3634677|Q183904,vertebrate paleontology|mammalogy,,,,,,,,,,,,,
Q7205,paleontology,Q1402508,field research,Q8008,Earth science,,,1051513,4044375-9,sh85097123,560,300054555,00036031n,Paleontology,,
Q455928,paleornithology,Q3634677|Q7205,vertebrate paleontology|paleontology,Q210369|Q44703,paleozoology|ornithology,,,,,,,,,,,
Q131575631,paleozoogeography,Q5413464,paleobiogeography,,,,,,,,,,,,,
Q210369,paleozoology,Q1578310|Q431,paleobiology|zoology,Q1578310|Q431,paleobiology|zoology,,,,4044380-2,sh85097123,560,,,,,
Q212919,palynology,Q441,botany,Q8008|Q420,Earth science|biology,Q6018089,aeropalynology,,4121448-1,sh85097270,561.13|571.8452,300251145,,Palynology,,
Q757248,papyrology,Q841090,classics,Q435608|Q495527|Q648154|Q145903|Q26234216|Q1784169|Q843909|Q3621186|Q42002,ancient history|classical philology|Byzantine studies|Egyptology|demotics|Coptology|Islamic studies|Arabic studies|Jewish studies,,,,4173236-4,,091,300189534,,Papyrology,,
Q232661,parallel computing,Q128392,concurrent computing,,,,,,,sh85097826,,,,ParallelArchitecture,,
Q180502,parasitology,Q431,zoology,Q431|Q441|Q7175|Q7215,zoology|botany|mycology|virology,,,,4122308-1,sh85097922,571.999,,03101583n,Parasitology,,QL757
Q1081988,pastoral care,Q4390239|Q7406919,counseling|service,,,Q7143049,pastoral counseling,,4054151-4,sh85025778,253.5,,,,,BV4012.2
Q7143049,pastoral counseling,Q4390239|Q183257|Q1081988,counseling|psychotherapy|pastoral care,,,,,,,,,,,,,
Q253623,patent,Q131257|Q591041,intellectual property|scientific publication,,,Q3022019,patent application form,,4044874-5,sh99001711,608,300027832,00050828n,Patent,,
Q127676320,pathematology,Q9418,psychology,,,,,,,,,,,,,
Q7208,pathology,Q2057971|Q113129019,health problem|clinical sciences,,,,,,4044893-9,sh85098685,616.07,300379436,00061013n,Pathology,,
Q127656487,patronomatology,Q175156,onomastics,,,,,,,,,,,,,
Q3455898,pattern in nature,Q2083958|Q408891,pattern|scientific law,,,,,,,,,,,PatternsInNature,,
Q7922,pedagogy,Q944537|Q8434,Geisteswissenschaften|education,,,,,,4044302-4,,370,,,,,
Q123028,pediatrics,Q11190,medicine,,,,,,4030594-6,sh85099185,618.92,,00060151n,PediatricMedicine,,
Q160402,perception,Q781413|Q855395,cognitive process|interpretation,Q77468620|Q4338318|Q21142755,psychological terminology|awareness|recognition,Q3955369,sensation,1057622,4064317-7,sh85099708,152|121.34|152.1|153.7|155.911|612.823,300055176,,Perception-Topic,,QP441-QP445
Q104985225,percussion performance,Q6942562,musical performance,,,,,,,,,,,,,
Q35140,performance,Q1656682|Q16686448|Q1914636,event|artificial object|activity,,,,,,4143388-9,sh00005755,792|175|790.2|791,300069200,00061560n,EntertainmentPerformance,,
Q7168264,performance studies,Q1143546,cultural studies,Q113093825,"drama, theatre and performance studies",,,,,,,,,,,
Q499094,personal property,Q555911|Q1400881,private property|property,,,,,,,,,300055607,,,,
Q271716,personality psychology,Q4867047|Q9418,basic science|psychology,Q77468620|Q113212938,psychological terminology|social and personality psychology,,,,4075996-9,,,,,,,
Q127675913,personology,Q9418,psychology,,,,,,,,,,,,,
Q127676088,pestology,Q336,science,,,,,,,,,,,,,
Q1273174,petroleum engineering,,,Q3353193,energy engineering,,,,,sh85100427,,,03500877n,PetroleumEngineering,,
Q163082,petrology,Q1069,geology,,,,,1059885,4020740-7,sh85100472,552,300054556,00051549n,IgneousPetrology,,QE420-QE499
Q7180763,pharmaceutical sciences,Q7991,natural science,,,,,,,,,,,,,
Q1567856,pharmacoeconomics,Q8134,economics,Q31218,health economics,,,,4418449-9,,,,,,,
Q128406,pharmacology,Q843601|Q7180763|Q420,health sciences|pharmaceutical sciences|biology,,,,,1060259,4045687-0,sh85100599,174.2951|615.1|615,300137970,00053800n,,,
Q272737,phenology,Q420,biology,,,,,1060498,4127856-2,sh85102793|sh85100673,578.42|581.43,,,,,
Q40634,philology,Q8162|Q944537,linguistics|Geisteswissenschaften,,,,,,4174271-0,sh85100821,400|800,300054278,00051396n,Philology,Philology,
Q488059,philosophical anthropology,Q23404|Q5891,anthropology|philosophy,,,,,1060766,4045798-9,sh85100845,128,300054321,03060955n,PhilosophicalAnthropology,,
Q5891,philosophy,Q105948247,knowledge system,Q80083,humanities,Q44325|Q35277|Q9471|Q59115|Q16669800|Q2476757|Q35986|Q179805|Q9465|Q8078|Q484761|Q23407|Q209295|Q180536|Q190721,ontology|metaphysics|epistemology|philosophy of science|moral philosophy|philosophy of logic|aesthetics|political philosophy|ethics|logic|philosophy of language|philosophy of mind|philosophy of religion|philosophy of mathematics|philosophy of history,1060777,4045791-6,sh85100849|sh99005065,100|109,300054279,00061984n,Philosophy,philosophy,
Q190721,philosophy of history,,,,,,,,4020529-0,sh2002006356,901,,,,,
Q484761,philosophy of language,Q5891,philosophy,Q5891,philosophy,,,,4056486-1,,121.68|401,,,PhilosophyOfLanguage,,
Q126842,philosophy of law,Q5891,philosophy,Q4932206,jurisprudence,,,,4048821-4,sh85075139,340.1,,01814222n,,,K201-K487
Q2476757,philosophy of logic,,,,,,,,,,,,,PhilosophyOfLogic,,
Q180536,philosophy of mathematics,Q59115,philosophy of science,,,,,,,sh85082153,,,00062912n,,,
Q23407,philosophy of mind,Q5891,philosophy,,,,,,4248301-3,sh89004340,,,13840793n,PhilosophyOfMind,,BD418-BD418.84
Q209295,philosophy of religion,Q5891,philosophy,,,,,1093794,4049415-9,sh85112554,210,300054303,,,,BL51
Q59115,philosophy of science,Q5891,philosophy,,,,,,4117665-0|4202787-1|4121935-1,sh85118582,501|001.01|121|1--01,,03064614n,PhilosophyOfScience,,Q174-Q175.3
Q35395,phonetics,Q8162|Q110761784,linguistics|phonetics and speech science,Q8162|Q82811|Q207011,linguistics|acoustics|neuroscience,,,,4045830-1,sh85101053,414.8,300054262,00062039n,Phonetics,,
Q110761784,phonetics and speech science,Q336,science,,,Q2313389|Q35395,speech science|phonetics,,,,,,,,,
Q40998,phonology,Q8162,linguistics,Q8162,linguistics,,,,4045836-2,sh99005585,414,300054263,,Phonology,,
Q128893816,photogeology,Q1069,geology,,,,,798096,4045886-6,sh85001264,,,,,,QE33.2.A3
Q14517056,photography school,Q383092,art academy,,,,,,,,,,,,,
Q188391,phycology,Q441,botany,,,,,,4141873-6,sh85003477,,,,Phycology,,
Q747883,physical activity,Q61788060|Q6666023,human activity|motion,,,,,,,,,300222722,,,,
Q11372,physical chemistry,Q2329,chemistry,,,,,853521,4045959-7,sh85023027,541,300224431,00062161n,PhysicalChemistry,,
Q52107,physical geography,Q1071|Q7991,geography|natural science,Q113098245,physical geography and environmental geoscience,,,,4174629-6,sh85101552,910.02,300054389,00062165n,,,
Q128894857,physical geology,Q1069,geology,,,Q3630257|Q334823,dynamic geology|structural geology,1062672,,sh85101560,,,,,,
Q2678675,physical medicine and rehabilitation,Q11190,medicine,,,,,,,sh91000759,617.03,,,,,
Q130304842,physical meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q1337681,physical oceanography,Q43518|Q413,oceanography|physics,,,,,2027046,,sh2021001476,,,,PhysicalOceanography,,
Q14632398,physical science,Q7991,natural science,,,Q413|Q333|Q2329|Q8008|Q1195766|Q228736|Q160398|Q11650|Q394,physics|astronomy|chemistry|Earth science|space sciences|materials science|crystallography|electronics|metrology,,,sh89005705,,300054532,,,,
Q413,physics,Q7991|Q14632398,natural science|physical science,,,,,,4045956-1,sh85101653,530,300054559,00056996n,Physics,,
Q7189713,physiological condition,Q3505845|Q813912,state|condition,,,,,,,,,,,PhysiologicalCondition,,
Q521,physiology,Q420,biology,,,,,1063177,4045981-0,sh85101679|sh99005103,571,300054471,00062182n,Physiology,,
Q640068,phytochemistry,Q11351,organic chemistry,,,,,836819,4174632-6,sh85015961,,,,Phytochemistry,,
Q771220,phytogeography,Q52106,biogeography,Q52106|Q1456948,biogeography|geobotany,,,,4045561-0,sh85101689,581.9,,,Phytogeography,,
Q7189811,phytopharmacology,Q128406,pharmacology,,,,,,,,,,,,,
Q130253639,phytophenology,Q272737|Q441,phenology|botany,,,,,,,,,,,,,
Q130253346,phytoserology,Q502159|Q441,serology|botany,,,,,,,,,,,,,
Q1138244,phytosociology,Q1387972|Q900651,plant ecology|coenology,Q441,botany,,,,4174073-7,,581.7,,02139522n,,,
Q130253279,phytoteratology,Q631521|Q441,teratology|botany,,,,,,,,,,,,,
Q104998020,piano performance,Q115160929,keyboard instrument performance,,,,,1063372,,sh85101747,,,,,,
Q751439,planetary geology,Q1069|Q104499,geology|planetary science,,,,,,,sh88000316,,,00230952n,,,
Q104499,planetary science,Q1195766,space sciences,Q37547|Q180046,astrophysics|space exploration,Q3770855|Q156312,discovery and exploration of the Solar System|history of Earth,1065123,4233970-4,sh85102652,523.4,,,,,
Q104637332,planned process,Q3249551|Q451967,process|intentional human activity,,,,,,,,,,,,,
Q36492844,planned production,Q104637332,planned process,,,,,,,,,,,,,
Q309100,planning,Q3249551|Q1914636,process|activity,,,Q2498490,corporate planning,,4046235-3,sh85102696,320.6,300054425,00062795n,Planning,,
Q4021,plant anatomy,Q514,anatomy,Q441|Q514|Q2911239,botany|anatomy|glossary of plant morphology,,,,,sh85015978,,,,,,
Q107616960,plant cell biology,Q7141|Q441,cell biology|botany,Q113133333,plant cell and molecular biology,,,,,,,,,,,
Q84861608,plant conservation,Q20113959,nature conservation,,,,,1065351,,sh85102720,,,,,,
Q1387972,plant ecology,Q7150|Q441,ecology|botany,,,,,1065415,4045575-0,sh85015985,581.7,,,,,
Q100913396,plant ecophysiology,Q185973|Q1387972|Q295425,plant physiology|plant ecology|ecophysiology,,,,,1065426,,sh88005635,,,,,,
Q106604818,plant evolutionary biology,Q441|Q840400,botany|evolutionary biology,,,,,,,,,,,,,
Q7201518,plant genetics,,,Q441|Q7162,botany|genetics,,,,,sh85102745,631.5233,,,PlantGenetics,,
Q116251723,plant microbiology,Q7193|Q441,microbiology|botany,,,,,1066055,,sh85102865,,,,,,QR351
Q655362,plant morphology,Q183252|Q441,morphology|botany,,,,,,,sh85015992,,,,PlantMorphology,,
Q188956,plant pathology,Q441,botany,Q7208|Q173113|Q441,pathology|agronomy|botany,,,,4130197-3,sh85102732,571.92|632,,,Phytopathology,,
Q185973,plant physiology,Q521|Q441,physiology|botany,,,,,,4045580-4,sh85102796,575,,,PlantPhysiology,,
Q2725616,plant reproduction,Q11990,reproduction,Q441,botany,Q464666|Q1608538|Q134624,vegetative reproduction|plant reproductive morphology|pollination,,,,,,03509830n,PlantReproduction,,
Q1156854,policy,Q386724|Q1151067,work|rule,,,,,,,,,,,Policy,,
Q27778,political anthropology,Q29051,social anthropology,,,,,,4293325-0,sh85104345,320.11,,,,,
Q179805,political philosophy,Q5891,philosophy,Q15831440|Q112981240|Q113001585,political studies|political theory and political philosophy|social and political philosophy,,,,4076226-9,sh88004669,320.01,,18058583n,,,B65
Q1596387,political psychology,Q9418|Q36442,psychology|political science,,,,,,4175034-2,sh85104425,320.019,,,,,JA74.5
Q36442,political science,Q15831440,political studies,Q15831440|Q34749,political studies|social science,Q26237583,ethnopolitics,1069781,4076229-4,sh85104440,320,300054438,00041192n,,,
Q15831440,political studies,Q34749,social science,,,Q36442|Q207892|Q47555|Q179805|Q26237583|Q745692,political science|public law|political economics|political philosophy|ethnopolitics|political sociology,,,,,,,,,
Q9357091,political theory,Q3239681|Q1990987,scientific theory|social theory,Q112981240,political theory and political philosophy,,,,4046563-9,,,,,,,
Q750446,polymer chemistry,Q11351|Q908684,organic chemistry|solid-state chemistry,,,,,,4168684-6,,,,,PolymerChemistry,,
Q7229751,popular culture studies,,,,,,,,,,,,,PopularCultureStudies,,
Q107286734,positive computing,,,,,,,,,,,,,,,
Q7234391,postmodernist anthropology,Q23404,anthropology,,,,,,,,,,,,,
Q4376413,practical psychology,Q9418,psychology,,,,,,,,,,,,,
Q181839,pragmatics,Q8162,linguistics,Q8162,linguistics,,,,4076315-8,sh85106058,401.41|401.45|306.44,300054264,,Pragmatics,,
Q3182448,predictive maintenance,Q1043452,maintenance,Q116757387,Maintenance 4.0,,,,,,,,,,,
Q114000009,predictive microbiology,Q7193,microbiology,,,,,,,,,,,,,
Q133897036,predictive science,Q336,science,,,,,,,,,,,,,
Q1479406,preservation,Q2251595|Q1914636,protection|activity,,,Q914856,historic preservation,,4114279-2,sh85142502,,300105444,,,,
Q1717246,prevention,Q1914636,activity,Q10566551|Q189447,safety|risk management,,,,4076308-0,sh99002416,,,,,,
