qid,label,master_id,master_id_type,master_label,source,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q394,metrology,sh2001008470,lcsh_id,metrology,discipline,Q14632398,physical science,,,Q55029126|Q55033061|Q55070421,scientific metrology|applied metrology|legal metrology,,4169749-2,sh2001008470,389,300379443,,Metrology,,
Q1934048,micro system technology,4221617-5,gnd_id,micro system technology,major,,,,,,,,4221617-5,,,,,,,
Q7193,microbiology,sh85084783,lcsh_id,microbiology,discipline,Q420|Q475023,biology|exact science,,,Q243748|Q7215|Q2467781,bacteriology|virology|protistology,,4316357-9,sh85084783,579,300054469,,Microbiology,,QR1-QR502
Q39072,microeconomics,sh85084819,lcsh_id,microeconomics,discipline,Q8134,economics,Q10660901,general economics,,,,4039225-9,sh85084819,338.5,,,Microeconomics,,
Q175403,microelectronics,sh85084822,lcsh_id,microelectronics,major,,,,,,,,4039207-7,sh85084822,621.381,300253974,,,,
Q338346,microscale meteorology,sh85084862,lcsh_id,microscale meteorology,discipline,Q25261,meteorology,Q25261,meteorology,,,1019897,4315182-6,sh85084862,,,,,,
Q627716,military aviation,sh85001371,lcsh_id,military aviation,major,,,,,,,,,sh85001371,,,,,,
Q192781,military history,sh85085207,lcsh_id,military history,major,,,,,,,1021222,4169943-9,sh85085207|sh00005863,355.009,300249450,,,,
Q1483473,military history of the United States,sh85140338,lcsh_id,military history of the United States,major,,,,,,,,,sh85140338,,,,,,
Q1667082,military policy,sh85085264,lcsh_id,military policy,discipline,Q546113,public policy,Q7163,politics,Q1456887|Q1456907,policy of peace|Q1456907,1021386,4116489-1,sh85085264,,,,,,UA11
Q192386,military science,350,ddc,military science,major,,,,,,,,4169977-4,,350,,,,,
Q219087,military strategy,sh85128514,lcsh_id,military strategy,major,,,,,,,,4309237-8,sh85128514,355.02,,,,,
Q83353,mineralogy,sh85085589,lcsh_id,mineralogy,discipline,Q1069,geology,,,,,,4039457-8,sh85085589,549,300054552,00055135n,Mineralogy,,
Q44497,mining,622,ddc,mining,major,,,,,,,,4005614-4,,622,300054710,,,,
Q910375,missiology,4170151-3,gnd_id,missiology,major,,,,,,,,4170151-3,,,,,,,
Q3317838,modeling,sh85086422,lcsh_id,modeling,major,,,,,,,,,sh85086422,,300053130|300053130,,,,
Q3281534,modern period,sh85061236,lcsh_id,modern period,major,,,,,,,,4171678-4,sh85061236,,,,,,
Q7202,molecular biology,sh85086577,lcsh_id,molecular biology,major,,,,,,,1024734,4039983-7,sh85086577,572.8|611.01816,300054470,,,,
Q55213915,molecular design,4265444-0,gnd_id,molecular design,major,,,,,,,,4265444-0,,,,,,,
Q2007033,molecular phylogenetics,sh2003004725,lcsh_id,molecular phylogenetics,major,,,,,,,,,sh2003004725,,,,,,
Q15195740,moral theology,205,ddc,moral theology,major,,,,,,,,4074972-1,,205,,,,,
Q183252,morphology,sh85087347,lcsh_id,morphology,discipline,Q420,biology,Q420,biology,Q655362|Q16579254|Q66568582,plant morphology|animal morphology|cell morphology,,4407742-7,sh85087347,,,,,,
Q38311,morphology,415.9,ddc,morphology,discipline,Q8162,linguistics,Q8162,linguistics,,,,4170560-9,,415.9,300054259,00055924n,LinguisticMorphology,,
Q1851434,morphometrics,4140696-5,gnd_id,morphometrics,major,,,,,,,,4140696-5,,,,,,,
Q661093,morphophonology,sh85087350,lcsh_id,morphophonology,discipline,,,Q8162,linguistics,Q38311|Q40998,morphology|phonology,,4170561-0,sh85087350,,,00055928n,Morphophonology,,
Q41253,movie theater,sh85088079,lcsh_id,movie theater,major,,,,,,,,4129654-0,sh85088079,725.823,300007135,,,,
Q460162,museology,sh85088722,lcsh_id,museology,major,,,,,,,1030114|2033919,4170787-4,sh85088722|sh2021008605,069,300054275,,,,
Q638,music,sh85088762,lcsh_id,music,discipline,Q173799|Q2018526,entertainment|arts,,,,,1030269,4040802-4,sh85088762|sh99001795,780,300054146|300417584,00056443n,Music,,
Q27908,music education,sh85088796,lcsh_id,music education,discipline,Q7922|Q136076495,pedagogy|musicking,,,,,1030347,4040843-7,sh85088796,780.7|780.71|372.87044,,27268741n,MusicEducation,,MT1-MT999
Q10590700,music history,4456406-5,gnd_id,music history,major,,,,,,,,4456406-5,,,,,,,
Q2001895,music paleography,sh85097089,lcsh_id,music paleography,major,,,,,,,,,sh85097089,780.262,,,,,
Q959049,music production,4235850-4,gnd_id,music production,major,,,,,,,,4235850-4,,,,,,,
Q476590,music psychology,4127817-3,gnd_id,music psychology,discipline,Q9418|Q164204,psychology|musicology,Q164204|Q9418,musicology|psychology,,,,4127817-3,,,,00056466n,MusicPsychology,,
Q193544,music theory,sh85088826,lcsh_id,music theory,major,,,,,,,1030620,4040876-0,sh85088826,781,300417579,,,,MT5.5-MT7
Q1049625,musical improvisation,sh85064678,lcsh_id,musical improvisation,major,,,,,,,968306,,sh85064678,781.36,,,,,
Q6942562,musical performance,300262956,aat_id,musical performance,discipline,Q15116915|Q1668139|Q35140,show|musical interpretation|performance,Q182832,concert,,,,,,,300262956,,,,
Q1370345,musical theater,4040874-7,gnd_id,musical theater,major,,,,,,,,4040874-7,,,,,,,
Q164204,musicology,sh85089048,lcsh_id,musicology,discipline,Q136076495|Q944537|Q1418771,musicking|Geisteswissenschaften|culturology,Q113296040,"Art, Music, Theatre and Media Studies",,,,4130526-7,sh85089048,780.72,300054240,00056479n,Musicology,,
Q7175,mycology,sh85089188,lcsh_id,mycology,discipline,Q420|Q441|Q7193,biology|botany|microbiology,,,,,1031307,4139655-8,sh85089188,579.5|616.96901,,00056575n,Mycology,,
Q912169,nanoscience,sh2002000242,lcsh_id,nanoscience,discipline,Q336,science,,,,,1032629,7734987-8,sh2002000242,500,,,,,
Q382451,narratology,sh85038364,lcsh_id,narratology,major,,,,,,,,4152975-3,sh85038364,,,,,,
Q6456916,national economy,4063885-6,gnd_id,national economy,major,,,,,,,,4063885-6,,,,,,,
Q258307,national security,sh85090122,lcsh_id,national security,major,,,,,,,,,sh85090122,,,,,,
Q1513879,natural language generation,sh2017004703,lcsh_id,natural language generation,discipline,Q8366|Q30642,algorithm|natural language processing,,,,,,,sh2017004703,,,,NaturalLanguageGeneration,,
Q30642,natural language processing,sh88002425,lcsh_id,natural language processing,discipline,Q11660|Q21198|Q182557|Q11862829|Q750843,artificial intelligence|computer science|computational linguistics|academic discipline|information processing,,,,,,,sh88002425,,,,,,
Q3743137,natural resource management,sh2001000588,lcsh_id,natural resource management,discipline,Q29017603,control,Q582577|Q919526,economic policy|environmental policy,,,1034438,,sh2001000588,,,,,,
Q7991,natural science,500,ddc,natural science,discipline,Q336,science,,,Q7094|Q420|Q2329|Q8008|Q188847|Q864928|Q413|Q1195766,biochemistry|biology|chemistry|Earth science|environmental science|life sciences|physics|space sciences,,4041421-8,,500,300233656,00056999n,,,
Q20113959,nature conservation,sh85090284,lcsh_id,nature conservation,discipline,Q628403,conservation,Q219416,sustainability,Q766328|Q641498|Q5333882|Q15629466|Q3481436|Q84861608|Q7990118,wildlife conservation|conservation biology|ecosystem management|forest conservation|habitat conservation|plant conservation|wetland conservation,1034632,4115348-0,sh85090284,,,,,,
Q123654087,nautical cartography,623.8922,ddc,nautical cartography,major,,,,,,,,,,623.8922,,,,,
Q102066,navigation,sh85090425,lcsh_id,navigation,discipline,Q205961|Q451967,skill|intentional human activity,,,,,,4041457-7,sh85090425,629.045,,00057073n,Navigation,,
Q948647,neuroanatomy,sh85091113,lcsh_id,neuroanatomy,discipline,Q514|Q207011|Q2728012|Q83042,anatomy|neuroscience|neurobiology|neurology,,,,,1036307,4171577-9,sh85091113,573.833|611.8,,,Neuroanatomy,,
Q2728012,neurobiology,sh85091114,lcsh_id,neurobiology,discipline,Q207011|Q420,neuroscience|biology,,,Q948647,neuroanatomy,1036315,4041871-6,sh85091114,,,,,,
Q1045712,neuroeconomics,sh2005008805,lcsh_id,neuroeconomics,major,,,,,,,,,sh2005008805,,,,,,
Q1335366,neuroendocrinology,sh85091118,lcsh_id,neuroendocrinology,discipline,,,Q2728012|Q162606|Q83042,neurobiology|endocrinology|neurology,,,1036341,4041878-9,sh85091118,616.4,,,Neuroendocrinology,,QP356.4
Q1336265,neuroethology,sh2021003848,lcsh_id,neuroethology,discipline,,,,,,,,,sh2021003848,,,,Neuroethology,,
Q83042,neurology,sh85091139,lcsh_id,neurology,discipline,Q11190|Q131850943|Q207011,medicine|medicine of the nerves|neuroscience,,,,,,4041888-1,sh85091139,616.8,,,Neurology,,
Q660910,neurophysiology,sh85091159,lcsh_id,neurophysiology,discipline,Q521|Q207011,physiology|neuroscience,Q521,physiology,,,,4041897-2,sh85091159,573.8,,00057421n,Neurophysiology,,
Q3872,neuropsychology,sh85091163,lcsh_id,neuropsychology,discipline,Q9418|Q83042,psychology|neurology,Q199906|Q207011,clinical psychology|neuroscience,Q1500332,psychoneuroimmunology,,4135740-1,sh85091163,612.8,,00057425n,Neuropsychology,,QP351-QP495
Q207011,neuroscience,sh91006099,lcsh_id,neuroscience,discipline,Q336|Q864928,science|life sciences,Q11190|Q9418|Q420,medicine|psychology|biology,Q660910|Q1138951|Q948647,neurophysiology|cognitive neuroscience|neuroanatomy,,7555119-6,sh91006099,573.8|612.8,,00057428n,Neuroscience,,
Q683794,new media,302.231,ddc,new media,major,,,,,,,,4196910-8,,302.231,,,,,
Q378604,new media art,4113418-7,gnd_id,new media art,major,,,,,,,,4113418-7,,,300386814,,,,
Q1395034,new product development,4139402-1,gnd_id,new product development,discipline,Q3249551|Q1914636,process|activity,,,,,,4139402-1,,,,00064587n,ProductDevelopment,,
Q1097688,non-parametric statistics,sh85092349,lcsh_id,non-parametric statistics,major,,,,,,,,,sh85092349,,,,,,
Q1503766,nonstandard analysis,sh85082118,lcsh_id,nonstandard analysis,discipline,Q7754,mathematical analysis,Q467606|Q7754,model theory|mathematical analysis,,,1039000,4137021-1,sh85082118,515,,,,,
Q207125,nonverbal communication,sh85092368,lcsh_id,nonverbal communication,discipline,Q11024,communication,,,,,1039009,4075376-1,sh85092368,302.222,,,NonVerbalCommunicating,,
Q81197,nuclear physics,sh85093024,lcsh_id,nuclear physics,major,,,,,,,1040386,4030340-8,sh85093024,539.7,300054569,,,,
Q12479,number theory,sh85093222,lcsh_id,number theory,discipline,Q395,mathematics,Q395|Q837863,mathematics|pure mathematics,Q18450254,elementary number theory,1041214,4067277-3,sh85093222,512.7,,00058298n,NumberTheory,,QA241-QA247.5
Q121176,nursing,sh85093362,lcsh_id,nursing,discipline,Q11190|Q2421951,medicine|care,,,Q2801621,psychiatric nursing,1041731,4032813-2,sh85093362,610.73,300054519,00058335n,Nursing,,
Q3475757,nursing science,7603053-2,gnd_id,nursing science,major,,,,,,,,7603053-2,,,,,,,
Q2064531,occupational safety,4068817-3,gnd_id,occupational safety,major,,,,,,,,4068817-3,,,300179384,,,,
Q1190554,occurrence,4152718-5,gnd_id,occurrence,discipline,Q67518978,occurrent,,,,,,4152718-5,,,300069084|300054722,02131709n,Event,,
Q108703418,ocean circulation,sh85093882,lcsh_id,ocean circulation,discipline,Q1337681,physical oceanography,,,,,1043477,,sh85093882,,,,,,
Q43518,oceanography,sh85093937,lcsh_id,oceanography,discipline,Q8008|Q3349060,Earth science|oceanology,Q42250|Q7173|Q106387954|Q24962856,hydrology|marine biology|earth science studies|engineering studies,,,,4074685-9,sh85093937,551.46,300054553,,Oceanography,,
Q297672,oenology,663.2001,ddc,oenology,discipline,Q110735073,oenology and viticulture,Q420|Q2329|Q1039642,biology|chemistry|food technology,,,,4126172-0,,663.2001,300189477,00030941n,,,
Q162555,oncology,sh85094724,lcsh_id,oncology,discipline,Q11190,medicine,Q113066539,oncology and carcinogenesis,,,,4075658-0,sh85094724,616.994,,,Oncology,,
Q175156,onomastics,sh85094813,lcsh_id,onomastics,discipline,Q8162,linguistics,,,Q485762,toponymy,,4075199-5,sh85094813,929.97,,,Onomastics,,
Q44325,ontology,sh85094833,lcsh_id,ontology,discipline,,,Q35277|Q5891,metaphysics|philosophy,,,1045995,4075660-9,sh85094833,111,300054295,00059034n,Ontology-Being,,BD300-BD450
Q161437,ophthalmology,sh85095071,lcsh_id,ophthalmology,major,,,,,,,,4003593-1,sh85095071,617.7|617,,,,,
Q14620,optics,sh85095181,lcsh_id,optics,major,,,,,,,1046845,4043650-0,sh85095181,535,300054570,,,,
Q618211,optometry,sh85095209,lcsh_id,optometry,major,,,,,,,,,sh85095209,617.75,300237219,,,,
Q13445028,oral hygiene,sh85087992,lcsh_id,oral hygiene,major,,,,,,,,4067327-3,sh85087992|sh85036893,,,,,,
Q3673891,oral medicine,sh85128280,lcsh_id,oral medicine,major,,,,,,,,4077924-5,sh85128280,617.522|617.6,,,,,
Q2027981,oral surgery,sh85088002,lcsh_id,oral surgery,major,,,,,,,,4040729-9,sh85088002,,,,,,
Q861911,oration,sh85126460,lcsh_id,oration,discipline,Q17537576|Q1656682|Q17584038,creative work|event|oral media,Q18342738,public speaking,,,1129318,4048882-2,sh85126460,,300026674,,Speeches,,PN6121-PN6129
Q107268129,oratory,sh85095299,lcsh_id,oratory,discipline,Q81009|Q861911,rhetoric|oration,,,,,1047214,4340855-2,sh85095299,,,,,,
Q11351,organic chemistry,sh85023022,lcsh_id,organic chemistry,discipline,Q2329,chemistry,Q2329,chemistry,,,853501,4043793-0,sh85023022,547,300054541,00059474n,OrganicChemistryFOS,,
Q19483216,organizational behavior studies,sh85095524,lcsh_id,organizational behavior studies,major,,,,,,,,,sh85095524,,,,,,HM791
Q110406476,organizational development,658.402,ddc,organizational development,discipline,Q7562091,development,,,,,,4126887-8,,658.402|658.406|1--0684,,,,,
Q16270338,organizational psychology,sh2010113533,lcsh_id,organizational psychology,discipline,Q2045692,industrial and organizational psychology,,,,,,4043786-3,sh2010113533,658.30019|302.35|158.7,,,,,
Q149584,organizational theory,sh91002392,lcsh_id,organizational theory,major,,,,,,,,4121434-1,sh91002392,,,,,,
Q237200,organometallic chemistry,sh86004134,lcsh_id,organometallic chemistry,major,,,,,,,,4602390-2,sh86004134,547.05,,,,,
Q476294,oriental studies,sh85008624,lcsh_id,oriental studies,discipline,Q928786,area studies,,,Q3621186|Q2142577|Q843909,Arabic studies|Semitic studies|Islamic studies,,4172819-1,sh85008624,492.072|892.072,,03183332n,OrientalStudies,,
Q44703,ornithology,sh85095726,lcsh_id,ornithology,discipline,Q18358830,vertebrate zoology,Q18358830,vertebrate zoology,,,1048358,4075708-0,sh85095726,598,300251967,,Ornithology,,
Q118301,orthodontics,sh85095770,lcsh_id,orthodontics,discipline,Q12128,dentistry,,,,,,4030473-5,sh85095770,617.643,,,,,
Q819121,osteology,573.76,ddc,osteology,discipline,Q514|Q23404|Q23498,anatomy|anthropology|archaeology,,,,,,4172925-0,,573.76|599.94|611.71,300379771,00059669n,Osteology,,
Q189553,otolaryngology,sh85096050,lcsh_id,otolaryngology,major,,,,,,,1048946,4023088-0,sh85096050,617.51,,,,,
Q3374341,painting,300161986,aat_id,painting,major,,,,,,,,,,,300161986,,,,
Q52151,palaeogeography,sh85097061,lcsh_id,palaeogeography,discipline,,,Q8008,Earth science,,,,4132305-1,sh85097061,551.7,300148178,,,,
Q7206,paleoanthropology,sh2001004516,lcsh_id,paleoanthropology,discipline,Q7205|Q23404,paleontology|anthropology,,,,,,4173104-9,sh2001004516,569.9,300054326,,Paleoanthropology,,
Q1578310,paleobiology,sh85097024,lcsh_id,paleobiology,discipline,Q7205|Q420,paleontology|biology,Q7205|Q420,paleontology|biology,,,,4173106-2,sh85097024,560,,,,,
Q192694,paleobotany,sh85097026,lcsh_id,paleobotany,discipline,Q1578310|Q441,paleobiology|botany,,,,,,4044361-9,sh85097026,561,300379414,,Paleobotany,,
Q7205,paleontology,sh85097123,lcsh_id,paleontology,discipline,Q1402508,field research,Q8008,Earth science,,,1051513,4044375-9,sh85097123,560,300054555,00036031n,Paleontology,,
Q210369,paleozoology,sh85097123,lcsh_id,paleontology,discipline,Q1578310|Q431,paleobiology|zoology,Q1578310|Q431,paleobiology|zoology,,,,4044380-2,sh85097123,560,,,,,
Q212919,palynology,sh85097270,lcsh_id,palynology,discipline,Q441,botany,Q8008|Q420,Earth science|biology,Q6018089,aeropalynology,,4121448-1,sh85097270,561.13|571.8452,300251145,,Palynology,,
Q7132695,paper studies,300260338,aat_id,paper studies,major,,,,,,,,,,,300260338,,,,
Q757248,papyrology,091,ddc,papyrology,discipline,Q841090,classics,Q435608|Q495527|Q648154|Q145903|Q26234216|Q1784169|Q843909|Q3621186|Q42002,ancient history|classical philology|Byzantine studies|Egyptology|demotics|Coptology|Islamic studies|Arabic studies|Jewish studies,,,,4173236-4,,091,300189534,,Papyrology,,
Q232661,parallel computing,sh85097826,lcsh_id,parallel computing,discipline,Q128392,concurrent computing,,,,,,,sh85097826,,,,ParallelArchitecture,,
Q180502,parasitology,sh85097922,lcsh_id,parasitology,discipline,Q431,zoology,Q431|Q441|Q7175|Q7215,zoology|botany|mycology|virology,,,,4122308-1,sh85097922,571.999,,03101583n,Parasitology,,QL757
Q7140480,particle-size analysis,300379895,aat_id,particle-size analysis,major,,,,,,,,,,,300379895,,,,
Q253623,patent,sh99001711,lcsh_id,patent,discipline,Q131257|Q591041,intellectual property|scientific publication,,,Q3022019,patent application form,,4044874-5,sh99001711,608,300027832,00050828n,Patent,,
Q2056817,patholinguistics,4075929-5,gnd_id,patholinguistics,major,,,,,,,,4075929-5,,,,,,,
Q7208,pathology,sh85098685,lcsh_id,pathology,discipline,Q2057971|Q113129019,health problem|clinical sciences,,,,,,4044893-9,sh85098685,616.07,300379436,00061013n,Pathology,,
Q7922,pedagogy,370,ddc,pedagogy,discipline,Q944537|Q8434,Geisteswissenschaften|education,,,,,,4044302-4,,370,,,,,
Q352842,teaching,370,ddc,pedagogy,discipline,Q4350200|Q61788126|Q3249551,information transfer|educational activity|process,,,,,,4241291-2|4317063-8,,370,300069743,,,,
Q2353731,upbringing,370,ddc,pedagogy,discipline,Q1914636|Q10843872|Q2995644,activity|process|result,,,,,,4015482-8,,370|649.1,,,,,
Q1741837,pediatric nursing,sh85099163,lcsh_id,pediatric nursing,major,,,,,,,1056451,4129486-5,sh85099163,,,,,,RJ245
Q1430816,pediatric surgery,sh85023483,lcsh_id,pediatric surgery,major,,,,,,,,7509388-1,sh85023483,617.98,,,,,
Q123028,pediatrics,sh85099185,lcsh_id,pediatrics,discipline,Q11190,medicine,,,,,,4030594-6,sh85099185,618.92,,00060151n,PediatricMedicine,,
